Parameter,Row index,Col index,Well specified value,Misspecified value,run_ID,n,m,K,s,nu
pp,2,2,0.99999,0.999811782612061,124,100001,2,1,1,20
s,1,1,1,1,124,100001,2,1,1,20
Pi,1,1,0.5,0.5,125,100001,2,500,1,20
Pi,2,1,0.5,0.5,125,100001,2,500,1,20
pp,1,1,0.995,0.9883004315355146,125,100001,2,500,1,20
pp,2,1,0.005,0.07131465674372132,125,100001,2,500,1,20
pp,1,2,0.005,0.01169956846448541,125,100001,2,500,1,20
pp,2,2,0.995,0.9286853432562786,125,100001,2,500,1,20
s,1,1,1,1,125,100001,2,500,1,20
Pi,1,1,0.5,0.5,126,100001,2,50,1,20
Pi,2,1,0.5,0.5,126,100001,2,50,1,20
pp,1,1,0.9995,0.9901857216073089,126,100001,2,50,1,20
pp,2,1,5e-4,1.5895672463525282e-4,126,100001,2,50,1,20
pp,1,2,5e-4,0.009814278392691125,126,100001,2,50,1,20
pp,2,2,0.9995,0.9998410432753647,126,100001,2,50,1,20
s,1,1,1,1,126,100001,2,50,1,20
Pi,1,1,0.5,0.5,127,100001,2,1,1,20
Pi,2,1,0.5,0.5,127,100001,2,1,1,20
pp,1,1,0.99999,0.9999072475144561,127,100001,2,1,1,20
pp,2,1,1e-5,7.530556133449028e-5,127,100001,2,1,1,20
pp,1,2,1e-5,9.275248554385205e-5,127,100001,2,1,1,20
pp,2,2,0.99999,0.9999246944386655,127,100001,2,1,1,20
s,1,1,1,1,127,100001,2,1,1,20
Pi,1,1,0.5,0.5,128,100001,2,20,1,20
Pi,2,1,0.5,0.5,128,100001,2,20,1,20
pp,1,1,0.9998,0.9963738408889555,128,100001,2,20,1,20
pp,2,1,2e-4,0.0020450817917696644,128,100001,2,20,1,20
pp,1,2,2e-4,0.0036261591110444452,128,100001,2,20,1,20
pp,2,2,0.9998,0.9979549182082302,128,100001,2,20,1,20
s,1,1,1,1,128,100001,2,20,1,20
Pi,1,1,0.5,0.5,129,100001,2,50,1,20
Pi,2,1,0.5,0.5,129,100001,2,50,1,20
pp,1,1,0.9995,0.9973486943496152,129,100001,2,50,1,20
pp,2,1,5e-4,1.4145754425998514e-4,129,100001,2,50,1,20
pp,1,2,5e-4,0.0026513056503849114,129,100001,2,50,1,20
pp,2,2,0.9995,0.99985854245574,129,100001,2,50,1,20
s,1,1,1,1,129,100001,2,50,1,20
Pi,1,1,0.5,0.5,130,100001,2,500,1,20
Pi,2,1,0.5,0.5,130,100001,2,500,1,20
pp,1,1,0.995,0.9438400303561248,130,100001,2,500,1,20
pp,2,1,0.005,0.06858923448265962,130,100001,2,500,1,20
pp,1,2,0.005,0.05615996964387512,130,100001,2,500,1,20
pp,2,2,0.995,0.9314107655173404,130,100001,2,500,1,20
s,1,1,1,1,130,100001,2,500,1,20
Pi,1,1,0.5,0.5,131,100001,2,10,1,20
Pi,2,1,0.5,0.5,131,100001,2,10,1,20
pp,1,1,0.9999,0.999805380072902,131,100001,2,10,1,20
pp,2,1,1e-4,0.0013320537714842377,131,100001,2,10,1,20
pp,1,2,1e-4,1.946199270980041e-4,131,100001,2,10,1,20
pp,2,2,0.9999,0.9986679462285158,131,100001,2,10,1,20
s,1,1,1,1,131,100001,2,10,1,20
Pi,1,1,0.5,0.5,132,100001,2,1000,1,20
Pi,2,1,0.5,0.5,132,100001,2,1000,1,20
pp,1,1,0.99,0.9538920154371063,132,100001,2,1000,1,20
pp,2,1,0.01,0.16795914168172701,132,100001,2,1000,1,20
pp,1,2,0.01,0.04610798456289367,132,100001,2,1000,1,20
pp,2,2,0.99,0.8320408583182729,132,100001,2,1000,1,20
s,1,1,1,1,132,100001,2,1000,1,20
Pi,1,1,0.5,0.5,133,100001,2,20,1,20
Pi,2,1,0.5,0.5,133,100001,2,20,1,20
pp,1,1,0.9998,0.998146801986009,133,100001,2,20,1,20
pp,2,1,2e-4,0.002083467881990902,133,100001,2,20,1,20
pp,1,2,2e-4,0.0018531980139908973,133,100001,2,20,1,20
pp,2,2,0.9998,0.9979165321180092,133,100001,2,20,1,20
s,1,1,1,1,133,100001,2,20,1,20
Pi,1,1,0.5,0.5,134,100001,2,2,1,20
Pi,2,1,0.5,0.5,134,100001,2,2,1,20
pp,1,1,0.99998,0.9999626246039144,134,100001,2,2,1,20
pp,2,1,2e-5,2.7156888031229796e-4,134,100001,2,2,1,20
pp,1,2,2e-5,3.7375396085696245e-5,134,100001,2,2,1,20
pp,2,2,0.99998,0.9997284311196878,134,100001,2,2,1,20
s,1,1,1,1,134,100001,2,2,1,20
Pi,1,1,0.5,0.5,135,100001,2,50,1,20
Pi,2,1,0.5,0.5,135,100001,2,50,1,20
pp,1,1,0.9995,0.9963292600660326,135,100001,2,50,1,20
pp,2,1,5e-4,0.0034838689670335836,135,100001,2,50,1,20
pp,1,2,5e-4,0.0036707399339674486,135,100001,2,50,1,20
pp,2,2,0.9995,0.9965161310329664,135,100001,2,50,1,20
s,1,1,1,1,135,100001,2,50,1,20
Pi,1,1,0.5,0.5,136,100001,2,10,1,20
Pi,2,1,0.5,0.5,136,100001,2,10,1,20
pp,1,1,0.9999,0.9981454787814293,136,100001,2,10,1,20
pp,2,1,1e-4,0.0011030276179026504,136,100001,2,10,1,20
pp,1,2,1e-4,0.0018545212185706516,136,100001,2,10,1,20
pp,2,2,0.9999,0.9988969723820974,136,100001,2,10,1,20
s,1,1,1,1,136,100001,2,10,1,20
Pi,1,1,0.5,0.5,137,100001,2,20,1,20
Pi,2,1,0.5,0.5,137,100001,2,20,1,20
pp,1,1,0.9998,0.9987637783466142,137,100001,2,20,1,20
pp,2,1,2e-4,1.7275566568882182e-4,137,100001,2,20,1,20
pp,1,2,2e-4,0.0012362216533858379,137,100001,2,20,1,20
pp,2,2,0.9998,0.9998272443343111,137,100001,2,20,1,20
s,1,1,1,1,137,100001,2,20,1,20
Pi,1,1,0.5,0.5,138,100001,2,1000,1,20
Pi,2,1,0.5,0.5,138,100001,2,1000,1,20
pp,1,1,0.99,0.918836462931655,138,100001,2,1000,1,20
pp,2,1,0.01,0.08845138189402045,138,100001,2,1000,1,20
pp,1,2,0.01,0.08116353706834509,138,100001,2,1000,1,20
pp,2,2,0.99,0.9115486181059794,138,100001,2,1000,1,20
s,1,1,1,1,138,100001,2,1000,1,20
Pi,1,1,0.5,0.5,139,100001,2,50,1,20
Pi,2,1,0.5,0.5,139,100001,2,50,1,20
pp,1,1,0.9995,0.9901786892883656,139,100001,2,50,1,20
